,Gene_Id,Gene_Symbol,Gene_Description,Disease_Id,DiseaseName,PsychiatricDisorder,type,diseaseClassMSH,diseaseClassNameMSH,doClassId,doClassName,umlsSemanticTypeId,umlsSemanticTypeName,HGNC ID,Ensembl gene ID
1607,4862,NPAS2,NEURONAL PAS DOMAIN PROTEIN 2,C0036337,SCHIZOAFFECTIVE DISORDER,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7895,ENSG00000170485
1608,4852,NPY,NEUROPEPTIDE Y,C0036337,SCHIZOAFFECTIVE DISORDER,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:7955,ENSG00000122585
1609,83259,PCDH11Y,PROTOCADHERIN 11 Y-LINKED,C0036337,SCHIZOAFFECTIVE DISORDER,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:15813,ENSG00000099715
1610,5159,PDGFRB,"PLATELET-DERIVED GROWTH FACTOR RECEPTOR, BETA POLYPEPTIDE",C0036337,SCHIZOAFFECTIVE DISORDER,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:8804,ENSG00000113721
1611,5321,PLA2G4A,"PHOSPHOLIPASE A2, GROUP IVA (CYTOSOLIC, CALCIUM-DEPENDENT)",C0036337,SCHIZOAFFECTIVE DISORDER,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:9035,ENSG00000116711
1612,5578,PRKCA,"PROTEIN KINASE C, ALPHA",C0036337,SCHIZOAFFECTIVE DISORDER,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:9393,ENSG00000154229
1613,6303,SAT1,SPERMIDINE/SPERMINE N1-ACETYLTRANSFERASE 1,C0036337,SCHIZOAFFECTIVE DISORDER,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:10540,ENSG00000130066
1614,23408,SIRT5,SIRTUIN 5,C0036337,SCHIZOAFFECTIVE DISORDER,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14933,ENSG00000124523
1615,6750,SST,SOMATOSTATIN,C0036337,SCHIZOAFFECTIVE DISORDER,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:11329,ENSG00000157005
1616,25830,SULT4A1,"SULFOTRANSFERASE FAMILY 4A, MEMBER 1",C0036337,SCHIZOAFFECTIVE DISORDER,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14903,ENSG00000130540
1617,6934,TCF7L2,"TRANSCRIPTION FACTOR 7-LIKE 2 (T-CELL SPECIFIC, HMG-BOX)",C0036337,SCHIZOAFFECTIVE DISORDER,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:11641,ENSG00000148737
1618,7018,TF,TRANSFERRIN,C0036337,SCHIZOAFFECTIVE DISORDER,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:11740,ENSG00000091513
1619,19,ABCA1,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 1",C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:29,ENSG00000165029
1620,154664,ABCA13,"ATP-BINDING CASSETTE, SUB-FAMILY A (ABC1), MEMBER 13",C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14638,ENSG00000179869
1621,5243,ABCB1,"ATP-BINDING CASSETTE, SUB-FAMILY B (MDR/TAP), MEMBER 1",C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:40,ENSG00000085563
1622,1636,ACE,ANGIOTENSIN I CONVERTING ENZYME,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:2707,ENSG00000159640
1623,43,ACHE,ACETYLCHOLINESTERASE (YT BLOOD GROUP),C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:108,ENSG00000087085
1624,52,ACP1,"ACID PHOSPHATASE 1, SOLUBLE",C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:122,ENSG00000143727
1625,2182,ACSL4,ACYL-COA SYNTHETASE LONG-CHAIN FAMILY MEMBER 4,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:3571,ENSG00000068366
1626,23305,ACSL6,ACYL-COA SYNTHETASE LONG-CHAIN FAMILY MEMBER 6,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:16496,ENSG00000164398
1627,116285,ACSM1,ACYL-COA SYNTHETASE MEDIUM-CHAIN FAMILY MEMBER 1,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:18049,ENSG00000166743
1628,60,ACTB,"ACTIN, BETA",C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:132,ENSG00000075624
1629,10097,ACTR2,ARP2 ACTIN-RELATED PROTEIN 2 HOMOLOG (YEAST),C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:169,ENSG00000138071
1630,8038,ADAM12,ADAM METALLOPEPTIDASE DOMAIN 12,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:190,ENSG00000148848
1631,81792,ADAMTS12,"ADAM METALLOPEPTIDASE WITH THROMBOSPONDIN TYPE 1 MOTIF, 12",C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14605,ENSG00000151388
1632,57188,ADAMTSL3,ADAMTS-LIKE 3,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14633,ENSG00000156218
1633,104,ADARB1,"ADENOSINE DEAMINASE, RNA-SPECIFIC, B1",C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:226,ENSG00000197381
1634,116,ADCYAP1,ADENYLATE CYCLASE ACTIVATING POLYPEPTIDE 1 (PITUITARY),C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:241,ENSG00000141433
1635,117,ADCYAP1R1,ADENYLATE CYCLASE ACTIVATING POLYPEPTIDE 1 (PITUITARY) RECEPTOR TYPE I,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:242,ENSG00000078549
1636,132,ADK,ADENOSINE KINASE,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:257,ENSG00000156110
1637,133,ADM,ADRENOMEDULLIN,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:259,ENSG00000148926
1638,23394,ADNP,ACTIVITY-DEPENDENT NEUROPROTECTOR HOMEOBOX,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:15766,ENSG00000101126
1639,22850,ADNP2,ADNP HOMEOBOX 2,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:23803,ENSG00000101544
1640,134,ADORA1,ADENOSINE A1 RECEPTOR,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:262,ENSG00000163485
1641,135,ADORA2A,ADENOSINE A2A RECEPTOR,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:263,ENSG00000128271
1642,148,ADRA1A,ADRENOCEPTOR ALPHA 1A,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:277,ENSG00000120907
1643,150,ADRA2A,ADRENOCEPTOR ALPHA 2A,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:281,ENSG00000150594
1644,155,ADRB3,ADRENOCEPTOR BETA 3,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:288,ENSG00000188778
1647,175,AGA,ASPARTYLGLUCOSAMINIDASE,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:318,ENSG00000038002
1648,177,AGER,ADVANCED GLYCOSYLATION END PRODUCT-SPECIFIC RECEPTOR,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:320,ENSG00000204305
1649,64902,AGXT2,ALANINE--GLYOXYLATE AMINOTRANSFERASE 2,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14412,ENSG00000113492
1650,9495,AKAP5,A KINASE (PRKA) ANCHOR PROTEIN 5,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:375,ENSG00000179841
1651,10327,AKR1A1,"ALDO-KETO REDUCTASE FAMILY 1, MEMBER A1 (ALDEHYDE REDUCTASE)",C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:380,ENSG00000117448
1652,216,ALDH1A1,"ALDEHYDE DEHYDROGENASE 1 FAMILY, MEMBER A1",C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:402,ENSG00000165092
1653,8854,ALDH1A2,"ALDEHYDE DEHYDROGENASE 1 FAMILY, MEMBER A2",C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:15472,ENSG00000128918
1654,218,ALDH3A1,"ALDEHYDE DEHYDROGENASE 3 FAMILY, MEMBER A1",C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:405,ENSG00000108602
1655,221,ALDH3B1,"ALDEHYDE DEHYDROGENASE 3 FAMILY, MEMBER B1",C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:410,ENSG00000006534
1656,238,ALK,ANAPLASTIC LYMPHOMA RECEPTOR TYROSINE KINASE,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:427,ENSG00000171094
1657,239,ALOX12,ARACHIDONATE 12-LIPOXYGENASE,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:429,ENSG00000108839
1658,23600,AMACR,ALPHA-METHYLACYL-COA RACEMASE,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:451,ENSG00000242110
1659,55626,AMBRA1,AUTOPHAGY/BECLIN-1 REGULATOR 1,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:25990,ENSG00000110497
1660,288,ANK3,"ANKYRIN 3, NODE OF RANVIER (ANKYRIN G)",C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:494,ENSG00000151150
1661,255239,ANKK1,ANKYRIN REPEAT AND KINASE DOMAIN CONTAINING 1,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:21027,ENSG00000170209
1662,26985,AP3M1,"ADAPTOR-RELATED PROTEIN COMPLEX 3, MU 1 SUBUNIT",C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:569,ENSG00000185009
1663,321,APBA2,"AMYLOID BETA (A4) PRECURSOR PROTEIN-BINDING, FAMILY A, MEMBER 2",C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:579,ENSG00000034053
1664,324,APC,ADENOMATOUS POLYPOSIS COLI,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:583,ENSG00000134982
1665,347,APOD,APOLIPOPROTEIN D,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:612,ENSG00000189058
1666,350,APOH,APOLIPOPROTEIN H (BETA-2-GLYCOPROTEIN I),C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:616,ENSG00000091583
1667,361,AQP4,AQUAPORIN 4,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:637,ENSG00000171885
1668,367,AR,ANDROGEN RECEPTOR,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:644,ENSG00000169083
1669,23237,ARC,ACTIVITY-REGULATED CYTOSKELETON-ASSOCIATED PROTEIN,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:648,ENSG00000198576
1670,392,ARHGAP1,RHO GTPASE ACTIVATING PROTEIN 1,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:673,ENSG00000175220
1671,93663,ARHGAP18,RHO GTPASE ACTIVATING PROTEIN 18,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:21035,ENSG00000146376
1672,9743,ARHGAP32,RHO GTPASE ACTIVATING PROTEIN 32,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:17399,ENSG00000134909
1673,9826,ARHGEF11,RHO GUANINE NUCLEOTIDE EXCHANGE FACTOR (GEF) 11,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:14580,ENSG00000132694
1674,409,ARRB2,"ARRESTIN, BETA 2",C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:712,ENSG00000141480
1675,421,ARVCF,ARMADILLO REPEAT GENE DELETED IN VELOCARDIOFACIAL SYNDROME,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:728,ENSG00000099889
1676,427,ASAH1,N-ACYLSPHINGOSINE AMIDOHYDROLASE (ACID CERAMIDASE) 1,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:735,ENSG00000104763
1677,23245,ASTN2,ASTROTACTIN 2,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:17021,ENSG00000148219
1678,468,ATF4,ACTIVATING TRANSCRIPTION FACTOR 4,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:786,ENSG00000128272
1679,472,ATM,ATM SERINE/THREONINE KINASE,C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:795,ENSG00000149311
1680,488,ATP2A2,"ATPASE, CA++ TRANSPORTING, CARDIAC MUSCLE, SLOW TWITCH 2",C0036341,SCHIZOPHRENIA,SCHIZOPHRENIA SPECTRUM AND OTHER PSYCHOTIC DISORDERS,DISEASE,F03,MENTAL DISORDERS,DOID:150,DISEASE OF MENTAL HEALTH,T048,MENTAL OR BEHAVIORAL DYSFUNCTION,HGNC:812,ENSG00000174437
